induction_path,WELL,UWI,DEPTH_REFERENCE_ID_x,Reference Point,induction_instrument,filter1,filter1_min_window,filter1_window_size,filter2,filter2_min_window,filter2_window_size,sampling_interval,Columns,min_depth,max_depth
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018925\RN018925_Induction_down.LAS,RN018925,628368,3,unknown,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",4.9679,84.5036
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019114\RN019114_Induction_Up_3.LAS,RN019114,628360,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",4.9445,72.0182
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019115\RN019115_Induction_down.LAS,RN019115,628361,3,unknown,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",4.9804,64.9789
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019136\RN019136_Induction_Down.LAS,RN019136,628362,3,unknown,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",5.1535,70.981
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN019364\RN019364_Ind_Down.las,RN019364,641189,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,4.955,39.015
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_ind_down.LAS,RN019387,636218,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,153.025
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN019449_SSC18-03\RN019449_ind_down.LAS,RN019449,636124,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,291.985
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019450_SSC18-38\RN019450_ind_down.LAS,RN019450,636118,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,85.005
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019451_SSC18-35\RN019451_ind_down.LAS,RN019451,636122,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,153.065
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019452_SSC18-17a\RN019452_ind_down.LAS,RN019452,636119,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,285.585
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019453_SSC18-39\RN019453_ind_down.LAS,RN019453,636117,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,55.485
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019454_SSC18-16\RN019454_ind_down.LAS,RN019454,636116,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,90.005
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019455_SSC18-23\RN019455_ind_down.LAS,RN019455,636303,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,82.985
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019456_SSC18-60\RN019456_ind_down.LAS,RN019456,636219,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,78.505
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019457_SSC18-62\RN019457_ind_down.LAS,RN019457,636220,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,71.985
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,RN019673,637299,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,219.985
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_ind_down.LAS,RN019674,636300,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,241.025
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_ind_down.LAS,RN019676,636120,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,164.045
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_ind_down.LAS,RN019678,636301,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,205.025
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019680_SSC18-54\RN019680_ind_down.LAS,RN019680,641106,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.665,77.485
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Induction_Down.LAS,RN020614,636291,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,22.03
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Induction_Down.LAS,RN020967,636298,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,45.04
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Induction_Down.LAS,RN021012,636276,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,67.68
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Induction_Down.LAS,RN021396,636271,3,unknown,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,42.1
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Induction_Down.LAS,RN021717,636288,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,96.05
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Induction_Down.LAS,RN021762,636261,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,73.29
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Induction_Down.LAS,RN021765,636275,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,51.29
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Induction_Down.LAS,RN021768,636268,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,81.07
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Induction_Down.LAS,RN021769,636262,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,55.22
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Induction_Down.LAS,RN022060,636259,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,75.15
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Induction_Down.LAS,RN022063,636260,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,24.81
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022065\RN022065_Induction_Down.LAS,RN022065,636267,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,1.988,61.047
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Induction_Down.LAS,RN022394,636284,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,6.912,110.083
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN024402\RN024402_Induction_Down.LAS,RN024402,636258,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,62.02
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Induction_Down.LAS,RN025285,636255,3,unknown,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,41.07
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Induction_Down.LAS,RN025288,628383,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,63.11
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025420\RN025420_Induction_Down.LAS,RN025420,636270,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,36
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025423\RN025423_Induction_Down.LAS,RN025423,636264,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,61.06
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Conductivity_Down.LAS,RN028782,636286,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,67.03
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN029425\RN029425_Induction_Down.LAS,RN029425,636274,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,35.04
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Induction_Down.LAS,RN029430,636285,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,29.983,127.043
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029653\RN029653_induction_down.las,RN029653,626988,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.455,9.465
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_induction_down.las,RN029656,626989,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.255,25.975
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_induction_down.las,RN029656,626989,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.255,25.975
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029662\RN029662_induction_down.las,RN029662,626991,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.535,15.965
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029665\RN029665_induction_down.las,RN029665,626987,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.465,17.965
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029666\RN029666_induction_down.las,RN029666,626990,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.455,15.465
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029933\RN029933_induction_down.las,RN029933,636182,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0,30.965
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029945\RN029945_induction_down.las,RN029945,636183,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0,19.455
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030826\RN030826_induction_down_relogged.las,RN030826,626992,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",1.2,23.99
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030884\RN030884_induction_down.las,RN030884,636184,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0,27.4758
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\RN030885\RN030885_conductivity_down.las,RN030885,636185,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0.64,28.44
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN031977\RN031977_Induction_Down.LAS,RN031977,636272,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,24.02
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Induction_Down.LAS,RN032750,636295,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,61.03
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Induction_Down.LAS,RN033033,636287,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,86.03
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Induction_Down.LAS,RN033035,628382,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,115.01
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Induction_Down.LAS,RN033039,628381,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,49
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Induction_Down.LAS,RN033132,636294,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,29.87
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Induction_Down.LAS,RN033308,636257,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,117.02
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034364\RN034364_Induction_Down.LAS,RN034364,636256,3,unknown,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,38.07
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034596\RN034596_Induction_Down.LAS,RN034596,636293,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,43.02
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN034679\RN034679_Induction_Down.LAS,RN034679,636266,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,46.09
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN034821\RN034821_induction_down.las,RN034821,626984,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",1.995,10.505
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035864\RN035864_Induction_Down.LAS,RN035864,628380,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,66.07
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035865\RN035865_Induction_Down.LAS,RN035865,628379,3,unknown,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,70.07
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035866\RN035866_Induction_Down.LAS,RN035866,636269,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,22.05
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN036531\RN036531_Induction_Down.LAS,RN036531,628378,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,58.53
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036813\RN036813_Induction_Down.LAS,RN036813,636290,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,73.05
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036815\RN036815_Induction_Down.LAS,RN036815,636289,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,72.85
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037041\RN037041_Induction_Down.LAS,RN037041,636292,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,10.105,64.995
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037048\RN037048_Induction_Down.LAS,RN037048,636282,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,40.55
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN037153\RN037153_Induction_Down.LAS,RN037153,536538,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,71.04
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN037154\RN037154_Induction_Down.LAS,RN037154,536539,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,59.13
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037338\RN037338_Induction_Down.LAS,RN037338,636296,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,92.01
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037411\RN037411_Induction_Down.LAS,RN037411,636283,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,55.05
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037412\RN037412_Induction_Down.LAS,RN037412,636252,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,85.01
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037413\RN037413_Induction_Down.LAS,RN037413,636254,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,65.01
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037769\RN037769_Induction_Down.LAS,RN037769,636253,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,26.918,146.998
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN038195\RN038195_Induction_Down.LAS,RN038195,628377,10,top of casing protector,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,63.1
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN038196\RN038196_Induction_Down.LAS,RN038196,628376,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,24.53
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN038543\RN038543_induction_down.las,RN038543,636186,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0.635,20.965
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN039611\RN039611_Induction_Down.LAS,RN039611,628375,3,unknown,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,78.05
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN039612\RN039612_Induction_Down.LAS,RN039612,628374,5,top of casing,A034,median,5,15,binomial,5,15,0.1,INDUCTION_CALIBRATED,0,85.57
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029660\RN29660_induction_down.las,RN29660,626986,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.515,20.985
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029660\RN29660_induction_down.las,RN29660,626986,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.515,20.985
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029663\RN29663_induction_down.las,RN29663,626981,10,top of casing protector,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",3.525,12.965
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS1155\WBS1155_induction_down.las,WBS1155,636193,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0,47.455
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS5080\WBS5080_induction_down.las,WBS5080,636195,5,top of casing,HII-383,median,5,15,binomial,5,15,0.1,"DEEP_INDUCTION,MEDIUM_INDUCTION",0,151.465
