prod_path_las,WELL_las,UWI,DEPTH_REFERENCE_ID_las,Reference Point_las,local_path_las,STEP,STRT,STOP,NULL,COMP,DATE,X,Y,prod_path_oracle,WELL_oracle,DEPTH_REFERENCE_ID_oracle,Reference Point_oracle,local_path_oracle,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Orig_EPSG,Reference_datum_height_(mAGL),ground_elevation_(mAHD),projected_crs,easting,northing
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR08\KR8_ind_down.LAS,KR08,635728,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR08/KR8_ind_down.LAS,0,0.665,42.025,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR08\KR8_ind_down.LAS,KR08,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR08/KR8_ind_down.LAS,RN040873,520144.76,8306293.88,,82465,635728,AUS,NT,7.519,0.05,m,Australian Height Datum,known,top of casing protector,Australian height datum,8.63,m,KR08,"GPS differential observation, survey quality",129.1876616,-15.3197965,82465,MGA94 Zone 52,10,EPSG:28352,1.111,7.519,GDA94 / MGA zone 52,520144.7578,8306293.879
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21\KR21_ind_down.LAS,KR21,635729,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR21/KR21_ind_down.LAS,0,0.665,50.005,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21\KR21_ind_down.LAS,KR21,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR21/KR21_ind_down.LAS,RN040879,523301.492,8314853.537,,82465,635729,AUS,NT,4.575,0.048,m,Australian Height Datum,known,top of casing,ground level,0.94,m,KR21a,"GPS differential observation, survey quality",129.2169889,-15.2423825,82465,MGA94 Zone 52,5,EPSG:28352,0.94,4.575,GDA94 / MGA zone 52,523301.4905,8314853.54
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21b_RN040781\RN_04781_KR21b_ind_down.LAS,KR21b,635921,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR21b_RN040781/RN_04781_KR21b_ind_down.LAS,0,0.645,144.985,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21b_RN040781\RN_04781_KR21b_ind_down.LAS,KR21b,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR21b_RN040781/RN_04781_KR21b_ind_down.LAS,RN040781,523321.548,8314868.93,,82465,635921,AUS,NT,4.735,0.055,m,Australian Height Datum,known,top of casing,Australian height datum,5.31,m,KR21b,"GPS differential observation, survey quality",129.2171755,-15.2422432,82465,MGA94 Zone 52,5,EPSG:28352,0.575,4.735,GDA94 / MGA zone 52,523321.5441,8314868.928
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR22\KR22_ind_down.LAS,KR22,635730,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR22/KR22_ind_down.LAS,0,0.665,48.005,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR22\KR22_ind_down.LAS,KR22,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR22/KR22_ind_down.LAS,RN040880,523640.009,8316422.357,,82465,635730,AUS,NT,4.364,0.054,m,Australian Height Datum,known,top of casing protector,Australian height datum,5.52,m,"KR22,KR22a","GPS differential observation, survey quality",129.2201265,-15.2281958,82465,MGA94 Zone 52,10,EPSG:28352,1.156,4.364,GDA94 / MGA zone 52,523640.0093,8316422.357
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR23_RN040782\KR23_ind_down.LAS,KR23,635732,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR23_RN040782/KR23_ind_down.LAS,0,0.645,95.985,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR23_RN040782\KR23_ind_down.LAS,KR23,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR23_RN040782/KR23_ind_down.LAS,RN040782,522411.732,8301368.526,,82465,635732,AUS,NT,12.1,0.055,m,Australian Height Datum,known,top of casing,Australian height datum,12.75,m,KR23,"GPS differential observation, survey quality",129.2088241,-15.3643074,82465,MGA94 Zone 52,5,EPSG:28352,0.65,12.1,GDA94 / MGA zone 52,522411.7322,8301368.522
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR30\KR30_ind_down.LAS,KR30,635733,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR30/KR30_ind_down.LAS,0,0.665,37.005,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR30\KR30_ind_down.LAS,KR30,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR30/KR30_ind_down.LAS,RN040874,501830.614,8295403.07,,82465,635733,AUS,NT,17.506,0.058,m,Australian Height Datum,known,top of casing protector,Australian height datum,18.6,m,KR30,"GPS differential observation, survey quality",129.0170614,-15.4183377,82465,MGA94 Zone 52,10,EPSG:28352,1.094,17.506,GDA94 / MGA zone 52,501830.6133,8295403.073
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR31a\KR31a_ind_down.LAS,KR31,635734,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR31a/KR31a_ind_down.LAS,0,0.64,38.04,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR31a\KR31a_ind_down.LAS,KR31,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR31a/KR31a_ind_down.LAS,RN040877,504915.931,8292360.686,,82465,635734,AUS,NT,17.913,0.048,m,Australian Height Datum,known,top of casing,ground level,865,mm,KR31,"GPS differential observation, survey quality",129.0458227,-15.4458395,82465,MGA94 Zone 52,5,EPSG:28352,0.865,17.913,GDA94 / MGA zone 52,504915.9274,8292360.684
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR33\KR33_ind_down_generator.LAS,KR33,635735,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR33/KR33_ind_down_generator.LAS,0,0.6375,44.9875,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR33\KR33_ind_down_generator.LAS,KR33,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR33/KR33_ind_down_generator.LAS,RN040878,505309.448,8293856.701,,82465,635735,AUS,NT,16.494,0.059,m,Australian Height Datum,known,top of casing,ground level,935,mm,KR33,"GPS differential observation, survey quality",129.0494876,-15.4323134,82465,MGA94 Zone 52,5,EPSG:28352,0.935,16.494,GDA94 / MGA zone 52,505309.4475,8293856.702
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR36_RN040783\RN040783_KR36_ind_down.LAS,KR36,635736,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR36_RN040783/RN040783_KR36_ind_down.LAS,0,0.645,147.035,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR36_RN040783\RN040783_KR36_ind_down.LAS,KR36,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR36_RN040783/RN040783_KR36_ind_down.LAS,RN040783,509392.776,8307934.098,,82465,635736,AUS,NT,16.333,0.06,m,Australian Height Datum,known,top of casing,Australian height datum,16.94,m,KR36,"GPS differential observation, survey quality",129.0874938,-15.305029,82465,MGA94 Zone 52,5,EPSG:28352,0.607,16.333,GDA94 / MGA zone 52,509392.7734,8307934.099
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR38\KR38_ind_down.LAS,KR38,635737,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR38/KR38_ind_down.LAS,0,0.665,41.025,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR38\KR38_ind_down.LAS,KR38,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR38/KR38_ind_down.LAS,RN040884,507769.229,8299897.749,,82465,635737,AUS,NT,12.452,0.06,m,Australian Height Datum,known,top of casing protector,Australian height datum,13.37,m,KR38,"GPS differential observation, survey quality",129.0723955,-15.3776906,82465,MGA94 Zone 52,10,EPSG:28352,0.918,12.452,GDA94 / MGA zone 52,507769.2292,8299897.752
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR40\KR40_ind_down.LAS,KR40,635738,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR40/KR40_ind_down.LAS,0,0.6654,50.0454,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR40\KR40_ind_down.LAS,KR40,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR40/KR40_ind_down.LAS,RN040883,514309.962,8298828.237,,82465,635738,AUS,NT,17.673,0.041,m,Australian Height Datum,known,top of casing protector,Australian height datum,18.6,m,KR40,"GPS differential observation, survey quality",129.1333496,-15.3873318,82465,MGA94 Zone 52,10,EPSG:28352,0.927,17.673,GDA94 / MGA zone 52,514309.9573,8298828.239
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR45\KR45_ind_down.LAS,KR45,635739,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR45/KR45_ind_down.LAS,0,0.665,41.545,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR45\KR45_ind_down.LAS,KR45,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR45/KR45_ind_down.LAS,RN040881,500051.985,8295681.132,,82465,635739,AUS,NT,18.854,0.05,m,Australian Height Datum,known,top of casing protector,Australian height datum,19.8,m,KR45,"GPS differential observation, survey quality",129.0004845,-15.4158245,82465,MGA94 Zone 52,10,EPSG:28352,0.946,18.854,GDA94 / MGA zone 52,500051.9853,8295681.127
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR46\KR46_ind_down.LAS,KR46,635740,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR46/KR46_ind_down.LAS,0,0.6446,42.9946,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR46\KR46_ind_down.LAS,KR46,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR46/KR46_ind_down.LAS,RN040882,500053.109,8296644.456,,82465,635740,AUS,NT,18.353,0.052,m,Australian Height Datum,known,top of casing,ground level,900,mm,KR46,"GPS differential observation, survey quality",129.000495,-15.4071151,82465,MGA94 Zone 52,5,EPSG:28352,0.9,18.353,GDA94 / MGA zone 52,500053.1142,8296644.46
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR48\KR48_ind_down.LAS,KR48,635741,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR48/KR48_ind_down.LAS,0,0.645,38.495,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR48\KR48_ind_down.LAS,KR48,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR48/KR48_ind_down.LAS,RN040876,500049.774,8295302.212,,82465,635741,AUS,WA,19.042,0.054,m,Australian Height Datum,known,top of casing,ground level,680,mm,KR48,"GPS differential observation, survey quality",129.0004639,-15.4192502,82465,MGA94 Zone 52,5,EPSG:28352,0.68,19.042,GDA94 / MGA zone 52,500049.7742,8295302.215
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR49\KR49_ind_down.LAS,KR49,635742,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR49/KR49_ind_down.LAS,0,0.665,41.025,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR49\KR49_ind_down.LAS,KR49,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR49/KR49_ind_down.LAS,RN040875,500054.317,8293767.687,,82465,635742,AUS,NT,19.951,0.057,m,Australian Height Datum,known,top of casing protector,Australian height datum,20.97,m,KR49,"GPS differential observation, survey quality",129.0005063,-15.4331237,82465,MGA94 Zone 52,10,EPSG:28352,1.019,19.951,GDA94 / MGA zone 52,500054.3199,8293767.686
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50a\KR50A_ind_down.LAS,KR50A,635743,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR50a/KR50A_ind_down.LAS,0,0.665,47.525,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50a\KR50A_ind_down.LAS,KR50A,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR50a/KR50A_ind_down.LAS,RN040872,530360.114,8322488.629,,82465,635743,AUS,NT,4.799,0.055,m,Australian Height Datum,known,top of casing protector,Australian height datum,5.89,m,KR50a,"GPS differential observation, survey quality",129.2826279,-15.1732809,82465,MGA94 Zone 52,10,EPSG:28352,1.091,4.799,GDA94 / MGA zone 52,530360.11,8322488.625
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50b_RN040780\RN04780_KR50m_ind_down.LAS,KR50b,635744,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR50b_RN040780/RN04780_KR50m_ind_down.LAS,0,0.645,136.995,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR50b_RN040780\RN04780_KR50m_ind_down.LAS,KR50b,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR50b_RN040780/RN04780_KR50m_ind_down.LAS,RN040780,530338.125,8322496.983,,82465,635744,AUS,NT,5.094,0.056,m,Australian Height Datum,known,top of casing,ground level,700,mm,KR50b,"GPS differential observation, survey quality",129.2824231,-15.1732056,82465,MGA94 Zone 52,5,EPSG:28352,0.7,5.094,GDA94 / MGA zone 52,530338.1209,8322496.982
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51a\KR51A_ind_down.LAS,KR51A,635745,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR51a/KR51A_ind_down.LAS,0,0.665,50.525,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51a\KR51A_ind_down.LAS,KR51A,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR51a/KR51A_ind_down.LAS,RN040871,542732.935,8331311.342,,82465,635745,AUS,NT,5.093,0.055,m,Australian Height Datum,known,top of casing protector,Australian height datum,6.15,m,KR51a,"GPS differential observation, survey quality",129.3976583,-15.0933417,82465,MGA94 Zone 52,10,EPSG:28352,1.057,5.093,GDA94 / MGA zone 52,542732.9341,8331311.343
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51b\KR51B_ind_down.LAS,KR51B,635746,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR51b/KR51B_ind_down.LAS,0,0.665,95.085,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR51b\KR51B_ind_down.LAS,KR51B,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR51b/KR51B_ind_down.LAS,RN040870,542730.465,8331303.544,,82465,635746,AUS,NT,4.41,0.049,m,Australian Height Datum,known,top of casing,Australian height datum,6.38,m,KR51b,"GPS differential observation, survey quality",129.3976355,-15.0934123,82465,MGA94 Zone 52,5,EPSG:28352,1.97,4.41,GDA94 / MGA zone 52,542730.4698,8331303.539
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR54\KR54_ind_down3.LAS,KR54,635747,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR54/KR54_ind_down3.LAS,0,0.645,36.995,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR54\KR54_ind_down3.LAS,KR54,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR54/KR54_ind_down3.LAS,KR54,467010.637,8305925.689,,82465,635747,AUS,WA,47.398,0.047,m,Australian Height Datum,known,top of casing,ground level,700,mm,,"GPS differential observation, survey quality",128.6926786,-15.3229927,82465,MGA94 Zone 52,5,EPSG:28352,0.7,47.398,GDA94 / MGA zone 52,467010.6337,8305925.692
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR55\KR55_ind_up2.LAS,KR55,635748,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR55/KR55_ind_up2.LAS,0,0.6304,28.9904,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR55\KR55_ind_up2.LAS,KR55,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR55/KR55_ind_up2.LAS,KR55,462063.182,8304333.873,,82465,635748,AUS,WA,49.364,0.043,m,Australian Height Datum,known,top of casing,ground level,860,mm,,"GPS differential observation, survey quality",128.6465657,-15.3373158,82465,MGA94 Zone 52,5,EPSG:28352,0.86,49.364,GDA94 / MGA zone 52,462063.1848,8304333.878
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR58\KR58_ind_down.LAS,KR58,635749,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR58/KR58_ind_down.LAS,0,0.645,26.995,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR58\KR58_ind_down.LAS,KR58,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR58/KR58_ind_down.LAS,KR58,432985,8287369,,82465,635749,AUS,WA,6.002,0.1,m,Australian Height Datum,known,top of casing,ground level,0.8,m,,digital elevation model,128.3752129,-15.490091,82465,MGA94 Zone 52,5,EPSG:28352,0.8,6.002,GDA94 / MGA zone 52,432985.0047,8287369.005
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR61_RN039891\KR61_ind_down.LAS,KR61,635750,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR61_RN039891/KR61_ind_down.LAS,0,0.645,144.995,-999.25,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR61_RN039891\KR61_ind_down.LAS,KR61,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2018_EK_las_files/KR61_RN039891/KR61_ind_down.LAS,RN039891,464530,8306159,,82465,635750,AUS,WA,47.791,0.1,m,Australian Height Datum,known,top of casing,ground level,860,mm,"KR61,KR61-1",digital elevation model,128.6695732,-15.3208504,82465,MGA94 Zone 52,5,EPSG:28352,0.86,47.791,GDA94 / MGA zone 52,464530.0042,8306159.002
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore1\NTroad_bore1_induction_down.las,NTroad_bore1,635957,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore1/NTroad_bore1_induction_down.las,0,0.635,27.985,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore1\NTroad_bore1_induction_down.las,NTroad_bore1,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore1/NTroad_bore1_induction_down.las,RN039169,502856,8296555,,82465,635957,AUS,NT,17.107,0.1,m,Australian Height Datum,known,top of casing,ground level,465,mm,,digital elevation model,129.0266167,-15.4079223,82465,MGA94 Zone 52,5,EPSG:28352,0.465,17.107,GDA94 / MGA zone 52,502855.9973,8296555.001
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore2\NTroad_bore2_induction_down.las,NTroad_bore2,635958,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore2/NTroad_bore2_induction_down.las,0,0.645,39.955,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore2\NTroad_bore2_induction_down.las,NTroad_bore2,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore2/NTroad_bore2_induction_down.las,RN040310,507701,8296949,,82465,635958,AUS,NT,15.018,0.1,m,Australian Height Datum,known,top of casing,ground level,870,mm,,digital elevation model,129.0717689,-15.4043502,82465,MGA94 Zone 52,5,EPSG:28352,0.87,15.018,GDA94 / MGA zone 52,507701.0043,8296949
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore3\NTroad_bore3_induction_down.las,NTroad_bore3,635959,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore3/NTroad_bore3_induction_down.las,0,0.645,61.485,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore3\NTroad_bore3_induction_down.las,NTroad_bore3,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore3/NTroad_bore3_induction_down.las,RN040311,513882,8298826,,82465,635959,AUS,NT,18.267,0.1,m,Australian Height Datum,known,top of casing,ground level,175,mm,,digital elevation model,129.1293616,-15.3873544,82465,MGA94 Zone 52,5,EPSG:28352,0.175,18.267,GDA94 / MGA zone 52,513881.9965,8298826
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore4\NTroad_bore4_induction_down.las,NTroad_bore4,635960,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore4/NTroad_bore4_induction_down.las,0,0.645,66.485,-99999,,,,,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore4\NTroad_bore4_induction_down.las,NTroad_bore4,5,top of casing,/home/nsymington/Documents/GA/inductionGamma/EK/2017_tfd_files_GA_ALT_system/NTroad_bore4/NTroad_bore4_induction_down.las,RN040315,518761,8298429,,82465,635960,AUS,NT,19.814,0.1,m,Australian Height Datum,known,top of casing,ground level,120,mm,,digital elevation model,129.1748302,-15.3909126,82465,MGA94 Zone 52,5,EPSG:28352,0.12,19.814,GDA94 / MGA zone 52,518760.9962,8298428.995
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Ord16\Ord16_conductivity_down.las,Ord16,636191,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Ord16/Ord16_conductivity_down.las,0.01,0,23.18,-999.25,Geoscience Australia,27/10/2016,499481,8278726,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2016_las_files_DGRT_system\Ord16\Ord16_conductivity_down.las,Ord16,10,top of casing protector,/home/nsymington/Documents/GA/inductionGamma/EK/2016_las_files_DGRT_system/Ord16/Ord16_conductivity_down.las,80918500,499481,8278726,,81931,636191,AUS,WA,23.498,0.1,m,Australian Height Datum,known,top of casing protector,ground level,0.71,m,"KC10,Ord16",digital elevation model,128.9961973,-15.5677777,81931,AMG Zone 52 (AGD 84),10,EPSG:20352,0.71,23.498,GDA94 / MGA zone 52,499592.28,8278873.689
