prod_path_las,WELL_las,UWI,DEPTH_REFERENCE_ID_las,Reference Point_las,local_path_las,STEP,STRT,STOP,NULL,COMP,DATE,X,Y,prod_path_oracle,WELL_oracle,DEPTH_REFERENCE_ID_oracle,Reference Point_oracle,local_path_oracle,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Orig_EPSG,Reference_datum_height_(mAGL),ground_elevation_(mAHD),projected_crs,easting,northing
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018603\RN018603_Induction_down.LAS,RN018603,628369,10,top of casing protector,,0.0201,4.9821,58.6692,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018603\RN018603_Induction_down.LAS,RN018603,10,top of casing protector,,RN018603,133.3373239,-22.30963165,615.31224,4326,628369,AUS,NT,593.4,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.66,m,,GPS observation,133.3373239,-22.3096317,4326,WGS 84,10,EPSG:4326,0.66,593.4,GDA94 / MGA zone 52,947029.8251,7526468.957
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018612\RN018612_Induction_down.LAS,RN018612,628364,10,top of casing protector,,0.0201,5.0578,49.5793,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018612\RN018612_Induction_down.LAS,RN018612,10,top of casing protector,,RN018612,133.7281347,-22.5652556,608.69112,4326,628364,AUS,NT,586,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.79,m,,GPS observation,133.7281347,-22.5652556,4326,WGS 84,10,EPSG:4326,0.79,586,GDA94 / MGA zone 52,986476.484,7496890.516
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018892\RN018892_Induction_Down.LAS,RN018892,628370,10,top of casing protector,,0.0201,4.9704,73.7325,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018892\RN018892_Induction_Down.LAS,RN018892,10,top of casing protector,,RN018892,133.5169736,-22.282896,595.99377,4326,628370,AUS,NT,573.13,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.93,m,,GPS observation,133.5169736,-22.282896,4326,WGS 84,10,EPSG:4326,0.93,573.13,GDA94 / MGA zone 52,965661.4286,7528889.938
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018912\RN018912_Induction_down.LAS,RN018912,628363,10,top of casing protector,,0.0201,4.9483,62.4142,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018912\RN018912_Induction_down.LAS,RN018912,10,top of casing protector,,RN018912,133.9365972,-22.74148111,653.76213,4326,628363,AUS,NT,630.88,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.9,m,,GPS observation,133.9365972,-22.7414811,4326,WGS 84,10,EPSG:4326,0.9,630.88,GDA94 / MGA zone 52,1007311.379,7476634.862
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018921\RN018921_Induction_down.LAS,RN018921,628365,3,unknown,,0,4.9784,160.673,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018921\RN018921_Induction_down.LAS,RN018921,3,unknown,,RN018921,362053,7506941,,82466,628365,AUS,NT,576.36,6,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS differential observation,133.6585369,-22.5385597,82466,MGA94 Zone 53,3,EPSG:28353,0,576.36,GDA94 / MGA zone 52,979396.8569,7500078.488
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018925\RN018925_Induction_down.LAS,RN018925,628368,3,unknown,,0.0201,4.9679,84.5036,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN018925\RN018925_Induction_down.LAS,RN018925,3,unknown,,RN018925,133.768926,-21.89155351,512.2537,4326,628368,AUS,NT,486.93,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,133.768926,-21.8915535,4326,WGS 84,3,EPSG:4326,0,486.93,GDA94 / MGA zone 52,993039.7673,7571513.85
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019114\RN019114_Induction_Up_3.LAS,RN019114,628360,10,top of casing protector,,0.0201,4.9445,72.0182,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019114\RN019114_Induction_Up_3.LAS,RN019114,10,top of casing protector,,RN019114,133.451776,-21.44476567,468.78112,4326,628360,AUS,NT,442.38,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.52,m,,GPS observation,133.451776,-21.4447657,4326,WGS 84,10,EPSG:4326,0.52,442.38,GDA94 / MGA zone 52,961625.9496,7622061.834
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019115\RN019115_Induction_down.LAS,RN019115,628361,3,unknown,,0.0201,4.9804,64.9789,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019115\RN019115_Induction_down.LAS,RN019115,3,unknown,,RN019115,133.5139535,-21.58208687,485.06267,4326,628361,AUS,NT,459.12,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,133.5139535,-21.5820869,4326,WGS 84,3,EPSG:4326,0,459.12,GDA94 / MGA zone 52,967642.1713,7606643.34
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019136\RN019136_Induction_Down.LAS,RN019136,628362,3,unknown,,0.0201,5.1535,70.981,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019136\RN019136_Induction_Down.LAS,RN019136,3,unknown,,RN019136,133.4448523,-21.32213569,454.91374,4326,628362,AUS,NT,427.92,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,GPS observation,133.4448523,-21.3221357,4326,WGS 84,3,EPSG:4326,0,427.92,GDA94 / MGA zone 52,961292.4741,7635684.923
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN019364\RN019364_Ind_Down.las,RN019364_Ind_Down,641189,5,top of casing,,0.01,4.955,39.015,-999.25,Geoscience Australia,8/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Tennant_Creek\RN019364\RN019364_Ind_Down.las,RN019364,5,top of casing,,RN019364,412143,7802253,,82466,641189,AUS,NT,332,10,m,Australian Height Datum,known,top of casing,ground level,735,mm,,GPS observation,134.1607983,-19.8739098,82466,MGA94 Zone 53,5,EPSG:28353,0.735,332,GDA94 / MGA zone 52,1040841.204,7794175.598
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_ind_down.LAS,RN019387,636218,5,top of casing,,0,0.665,153.025,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_ind_down.LAS,RN019387,5,top of casing,,RN019387,134.0164932,-23.8825783,516.55,4326,636218,AUS,NT,516.55,6,m,GPS ellipsoid,known,top of casing,ground level,0.58,m,,GPS observation,134.0164932,-23.8825783,4326,WGS 84,5,EPSG:4326,0.58,,GDA94 / MGA zone 52,1011136.717,7349698.615
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN019449_SSC18-03\RN019449_ind_down.LAS,RN019449,636124,5,top of casing,,0,0.665,291.985,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\TiTree\RN019449_SSC18-03\RN019449_ind_down.LAS,RN019449,5,top of casing,,RN019449,133.917145,-22.621093,623.03371,4326,636124,AUS,NT,599.77606,10,m,Australian Height Datum,assumed,top of casing,ground level,695,mm,SSC18-03,GPS observation,133.917145,-22.621093,4326,WGS 84,5,EPSG:4326,0.695,599.77606,GDA94 / MGA zone 52,1005752.154,7490062.752
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019450_SSC18-38\RN019450_ind_down.LAS,RN019450,636118,10,top of casing protector,,0,0.665,85.005,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019450_SSC18-38\RN019450_ind_down.LAS,RN019450,10,top of casing protector,,RN019450,134.11146,-21.06237,431.92023,4326,636118,AUS,NT,403.32,0.05,m,Australian Height Datum,known,top of casing protector,ground level,1.05,m,SSC18-38,GPS observation,134.11146,-21.06237,4326,WGS 84,10,EPSG:4326,1.05,403.32,GDA94 / MGA zone 52,1031533.494,7662413.117
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019451_SSC18-35\RN019451_ind_down.LAS,RN019451,636122,10,top of casing protector,,0,0.665,153.065,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019451_SSC18-35\RN019451_ind_down.LAS,RN019451,10,top of casing protector,,RN019451,134.0938296,-20.969927,414.66225,4326,636122,AUS,NT,385.96,0.05,m,Australian Height Datum,known,top of casing protector,ground level,0.94,m,SSC18-35,GPS observation,134.0938296,-20.969927,4326,WGS 84,10,EPSG:4326,0.94,385.96,GDA94 / MGA zone 52,1030024.562,7672733.296
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019452_SSC18-17a\RN019452_ind_down.LAS,RN019452,636119,5,top of casing,,0,0.665,285.585,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019452_SSC18-17a\RN019452_ind_down.LAS,RN019452,5,top of casing,,RN019452,133.987768,-20.880439,406.0202,4326,636119,AUS,NT,377.428,0.05,m,Australian Height Datum,known,top of casing,ground level,0.72,m,SSC18-17a,GPS observation,133.987768,-20.880439,4326,WGS 84,5,EPSG:4326,0.72,377.428,GDA94 / MGA zone 52,1019277.078,7683014.334
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019453_SSC18-39\RN019453_ind_down.LAS,RN019453,636117,10,top of casing protector,,0,0.665,55.485,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019453_SSC18-39\RN019453_ind_down.LAS,RN019453,10,top of casing protector,,RN019453,134.086974,-20.826932,392.48829,4326,636117,AUS,NT,363.468,0.05,m,Australian Height Datum,known,top of casing protector,ground level,935,mm,SSC18-39,GPS observation,134.086974,-20.826932,4326,WGS 84,10,EPSG:4326,0.935,363.468,GDA94 / MGA zone 52,1029813.846,7688628.439
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019454_SSC18-16\RN019454_ind_down.LAS,RN019454,636116,10,top of casing protector,,0,0.665,90.005,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019454_SSC18-16\RN019454_ind_down.LAS,RN019454,10,top of casing protector,,RN019454,134.165921,-20.725158,378.74657,4326,636116,AUS,NT,349.156,0.05,m,Australian Height Datum,known,top of casing protector,ground level,1105,mm,SSC18-16,GPS observation,134.165921,-20.725158,4326,WGS 84,10,EPSG:4326,1.105,349.156,GDA94 / MGA zone 52,1038415.238,7699663.493
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019455_SSC18-23\RN019455_ind_down.LAS,RN019455,636303,5,top of casing,,0,0.665,82.985,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019455_SSC18-23\RN019455_ind_down.LAS,RN019455,5,top of casing,,RN019455,388424,7681844,,82466,636303,AUS,NT,406.255,0.05,m,Australian Height Datum,known,top of casing,ground level,765,mm,SSC18-23,GPS observation,133.9267477,-20.9605548,82466,MGA94 Zone 53,5,EPSG:28353,0.765,406.255,GDA94 / MGA zone 52,1012638.726,7674319.926
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019456_SSC18-60\RN019456_ind_down.LAS,RN019456,636219,5,top of casing,,0,0.665,78.505,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019456_SSC18-60\RN019456_ind_down.LAS,RN019456,5,top of casing,,RN019456,134.0092491,-20.9908302,397.54,4326,636219,AUS,NT,397.54,3,m,GPS ellipsoid,known,top of casing,ground level,825,mm,SSC18-60,GPS observation,134.0092491,-20.9908302,4326,WGS 84,5,EPSG:4326,0.825,,GDA94 / MGA zone 52,1021134.003,7670692.215
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019457_SSC18-62\RN019457_ind_down.LAS,RN019457,636220,5,top of casing,,0,0.665,71.985,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019457_SSC18-62\RN019457_ind_down.LAS,RN019457,5,top of casing,,RN019457,134.0505936,-20.8856712,401.53693,4326,636220,AUS,NT,372.778,0.05,m,Australian Height Datum,known,top of casing,ground level,805,mm,SSC18-62,GPS observation,134.0505936,-20.8856712,4326,WGS 84,5,EPSG:4326,0.805,372.778,GDA94 / MGA zone 52,1025812.219,7682228.439
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,RN019673,637299,5,top of casing,,0,0.665,219.985,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,RN019673,5,top of casing,,RN019673,402994,7360283,,82466,637299,AUS,NT,507,10,m,Australian Height Datum,known,top of casing,ground level,1.08,m,,GPS observation,134.0472729,-23.8659969,82466,MGA94 Zone 53,5,EPSG:28353,1.08,507,GDA94 / MGA zone 52,1014344.171,7351427.206
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,RN019673,637299,5,top of casing,,0,0.665,219.985,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_up.LAS,RN019673,5,top of casing,,RN019673,402994,7360283,,82466,637299,AUS,NT,507,10,m,Australian Height Datum,known,top of casing,ground level,1.08,m,,GPS observation,134.0472729,-23.8659969,82466,MGA94 Zone 53,5,EPSG:28353,1.08,507,GDA94 / MGA zone 52,1014344.171,7351427.206
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_up.LAS,RN019673,637299,5,top of casing,,0,0.6379,219.9779,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,RN019673,5,top of casing,,RN019673,402994,7360283,,82466,637299,AUS,NT,507,10,m,Australian Height Datum,known,top of casing,ground level,1.08,m,,GPS observation,134.0472729,-23.8659969,82466,MGA94 Zone 53,5,EPSG:28353,1.08,507,GDA94 / MGA zone 52,1014344.171,7351427.206
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_up.LAS,RN019673,637299,5,top of casing,,0,0.6379,219.9779,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_up.LAS,RN019673,5,top of casing,,RN019673,402994,7360283,,82466,637299,AUS,NT,507,10,m,Australian Height Datum,known,top of casing,ground level,1.08,m,,GPS observation,134.0472729,-23.8659969,82466,MGA94 Zone 53,5,EPSG:28353,1.08,507,GDA94 / MGA zone 52,1014344.171,7351427.206
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_ind_down.LAS,RN019674,636300,5,top of casing,,0,0.665,241.025,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_ind_down.LAS,RN019674,5,top of casing,,RN019674,383702,7363563,,82466,636300,AUS,NT,543,10,m,Australian Height Datum,known,top of casing,ground level,0.85,m,SSC18-40,GPS observation,133.8580865,-23.8350876,82466,MGA94 Zone 53,5,EPSG:28353,0.85,543,GDA94 / MGA zone 52,995151.0472,7355534.665
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_ind_down.LAS,RN019676,636120,10,top of casing protector,,0,0.665,164.045,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_ind_down.LAS,RN019676,10,top of casing protector,,RN019676,134.1415905,-23.861789,523.63822,4326,636120,AUS,NT,509,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.72,m,SSC18-41,GPS observation,134.1415905,-23.861789,4326,WGS 84,10,EPSG:4326,0.72,509,GDA94 / MGA zone 52,1023989.966,7351547.021
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_ind_down.LAS,RN019678,636301,5,top of casing,,0,0.665,205.025,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_ind_down.LAS,RN019678,5,top of casing,,RN019678,405634,7360222,,82466,636301,AUS,NT,505,10,m,Australian Height Datum,known,top of casing,ground level,875,mm,,GPS observation,134.0731946,-23.8667061,82466,MGA94 Zone 53,5,EPSG:28353,0.875,505,GDA94 / MGA zone 52,1016987.568,7351253.672
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019680_SSC18-54\RN019680_ind_down.LAS,RN019680,641106,5,top of casing,,0,0.665,77.485,-999.25,,,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\West_Davenport\RN019680_SSC18-54\RN019680_ind_down.LAS,RN019680,5,top of casing,,RN019680,134.535764,-21.320953,425.82031,4283,641106,AUS,NT,396.757,0.05,m,Australian Height Datum,known,top of casing,ground level,0.69,m,SSC18-54,GPS observation,134.535764,-21.320953,4283,GDA94,5,EPSG:4283,0.69,396.757,GDA94 / MGA zone 52,1074748.78,7632213.864
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Induction_Down.LAS,RN020614,636291,5,top of casing,,0.01,0,22.03,-999.25,GA,19/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Induction_Down.LAS,RN020614,5,top of casing,,RN020614,131.189249,-13.835771,90.27559,4283,636291,AUS,NT,43.8,10,m,Australian Height Datum,known,top of casing,ground level,0.81,m,,GPS observation,131.189249,-13.835771,4283,GDA94,5,EPSG:4283,0.81,43.8,GDA94 / MGA zone 52,736636.9737,8469354.971
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Induction_Down.LAS,RN020967,636298,5,top of casing,,0.01,0,45.04,-999.25,Geoscience Australia,28/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Induction_Down.LAS,RN020967,5,top of casing,,RN020967,131.1781105,-12.52542279,83.67937,4326,636298,AUS,NT,31.9,10,m,Australian Height Datum,known,top of casing,ground level,0.6,m,,GPS observation,131.1781105,-12.5254228,4326,WGS 84,5,EPSG:4326,0.6,31.9,GDA94 / MGA zone 52,736690.0052,8614368.999
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Induction_Down.LAS,RN021012,636276,10,top of casing protector,,0.01,0,67.68,-999.25,Geoscience Australia,30/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Induction_Down.LAS,RN021012,10,top of casing protector,,RN021012,131.1228405,-12.49887034,84.13115,4326,636276,AUS,NT,32.4,10,m,Australian Height Datum,known,top of casing protector,ground level,0.79,m,,GPS observation,131.1228405,-12.4988703,4326,WGS 84,10,EPSG:4326,0.79,32.4,GDA94 / MGA zone 52,730705.0023,8617356.004
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Induction_Down.LAS,RN021396,636271,3,unknown,,0.01,0,42.1,-999.25,Geoscience Australia,2/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Induction_Down.LAS,RN021396,3,unknown,,RN021396,131.1627628,-12.43182201,81.06517,4326,636271,AUS,NT,29.1,10,m,Australian Height Datum,known,ground surface,ground level,0,m,,GPS observation,131.1627628,-12.431822,4326,WGS 84,3,EPSG:4326,0,29.1,GDA94 / MGA zone 52,735106.0001,8624740.001
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Induction_Down.LAS,RN021717,636288,10,top of casing protector,,0.01,0,96.05,-999.25,GA,20/06/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Induction_Down.LAS,RN021717,10,top of casing protector,,RN021717,131.3058818,-13.97376722,120.9424,4326,636288,AUS,NT,74.7,10,m,Australian Height Datum,known,top of casing protector,ground level,0.53,m,,GPS observation,131.3058818,-13.9737672,4326,WGS 84,10,EPSG:4326,0.53,74.7,GDA94 / MGA zone 52,749101.9998,8453964.003
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Induction_Down.LAS,RN021762,636261,10,top of casing protector,,0.01,0,73.29,-999.25,Geoscience Australia,6/07/2017,,,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Induction_Down.LAS,RN021762,10,top of casing protector,,RN021762,131.1080736,-12.45284995,74.80989,4326,636261,AUS,NT,23,10,m,Australian Height Datum,known,top of casing protector,ground level,0.69,m,,GPS observation,131.1080736,-12.45285,4326,WGS 84,10,EPSG:4326,0.69,23,GDA94 / MGA zone 52,729140.0017,8622460.995
