induction_path,gamma_path,LOC,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,induction_instrument,gamma_instrument,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Reference_datum_height_(mAGL),ground_elevation_(mAHD),vertical_datum,projected_crs,easting,northing,geographic_crs,STRT_induction,STRT_gamma,STOP_induction,STOP_gamma,STEP_induction,STEP_gamma,NULL_induction,NULL_gamma,COMP_induction,COMP_gamma,WELL_induction,WELL_gamma,DATE_induction,DATE_gamma,UWI_induction,UWI_gamma,X_induction,X_gamma,Y_induction,Y_gamma,LONGI_induction,LONGI_gamma,LATI_induction,LATI_gamma,GDAT_induction,GDAT_gamma,HZCS_induction,HZCS_gamma,LMF_induction,LMF_gamma,APD_induction,APD_gamma,EPD_induction,EPD_gamma,PDAT_induction,PDAT_gamma,STAT_induction,STAT_gamma,CTRY_induction,CTRY_gamma,SRVC_induction,SRVC_gamma,LOC_induction,LOC_gamma,FLD_induction,FLD_gamma
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC14\KC14_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC14\KC14_gamma_down.las,East Kimberley,KC14,636201,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,80918511,497960.303,8278737.019,,82465,636201,AUS,WA,24.845,0.1,m,Australian Height Datum,assumed,top of casing,ground level,0.68,m,KC14,GPS differential observation,128.9809762,-15.5690125,82465,MGA94 Zone 52,5,0.68,24.845,mAHD,GDA94 / MGA zone 52,497960.308,8278737.021,GDA94,0.645,0.8008,29.995,30.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC3PB\KC3PB_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\KC3PB\KC3PB_gamma_down.las,East Kimberley,KC3PB,636204,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,80918513,498131.764,8284346.403,,82465,636204,AUS,WA,21.279,0.1,m,Australian Height Datum,assumed,top of casing,ground level,0.5,m,KC3PB,GPS differential observation,128.9825796,-15.5182994,82465,MGA94 Zone 52,5,0.5,21.279,mAHD,GDA94 / MGA zone 52,498131.7642,8284346.401,GDA94,0.645,0.7967,30.995,30.9967,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore1\NTroad_bore1_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore1\NTroad_bore1_gamma_down_relogged_0p020_1p0mmin.las,East Kimberley,NTroad_bore1,635957,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN039169,502856,8296555,,82465,635957,AUS,NT,17.107,0.1,m,Australian Height Datum,known,top of casing,ground level,465,mm,,digital elevation model,129.0266167,-15.4079223,82465,MGA94 Zone 52,5,0.465,17.107,mAHD,GDA94 / MGA zone 52,502855.9973,8296555.001,GDA94,0.635,0.8208,27.985,28.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore2\NTroad_bore2_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore2\NTroad_bore2_gamma_down_relogged_slow.las,East Kimberley,NTroad_bore2,635958,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040310,507701,8296949,,82465,635958,AUS,NT,15.018,0.1,m,Australian Height Datum,known,top of casing,ground level,870,mm,,digital elevation model,129.0717689,-15.4043502,82465,MGA94 Zone 52,5,0.87,15.018,mAHD,GDA94 / MGA zone 52,507701.0043,8296949,GDA94,0.645,0.8808,39.955,39.4808,0,0.05,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore3\NTroad_bore3_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore3\NTroad_bore3_gamma_down.las,East Kimberley,NTroad_bore3,635959,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040311,513882,8298826,,82465,635959,AUS,NT,18.267,0.1,m,Australian Height Datum,known,top of casing,ground level,175,mm,,digital elevation model,129.1293616,-15.3873544,82465,MGA94 Zone 52,5,0.175,18.267,mAHD,GDA94 / MGA zone 52,513881.9965,8298826,GDA94,0.645,0.8008,61.485,61.5008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore4\NTroad_bore4_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\NTroad_bore4\NTroad_bore4_gamma_down.las,East Kimberley,NTroad_bore4,635960,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040315,518761,8298429,,82465,635960,AUS,NT,19.814,0.1,m,Australian Height Datum,known,top of casing,ground level,120,mm,,digital elevation model,129.1748302,-15.3909126,82465,MGA94 Zone 52,5,0.12,19.814,mAHD,GDA94 / MGA zone 52,518760.9962,8298428.995,GDA94,0.645,0.8208,66.485,21.5408,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\Ord24\Ord24_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\Ord24\Ord24_gamma_down.las,East Kimberley,Ord24,636194,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,80918284,499770,8287091,,81931,636194,AUS,WA,17.886,0.1,m,Australian Height Datum,known,top of casing protector,ground level,1,m,"Ord24,WP24",digital elevation model,128.9988933,-15.4921517,81931,AMG Zone 52 (AGD 84),10,1,17.886,mAHD,GDA94 / MGA zone 52,499881.298,8287238.659,GDA94,0.645,0.8008,29.985,29.9908,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN007412\RN007412_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN007412\RN007412_gamma_down.las,East Kimberley,RN007412,636181,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN007412,505548.7,8292329.3,,81931,636181,AUS,NT,17.423,0.1,m,Australian Height Datum,known,top of casing,ground level,0.58,m,,digital elevation model,129.0527581,-15.444787,81931,AMG Zone 52 (AGD 84),5,0.58,17.423,mAHD,GDA94 / MGA zone 52,505659.9962,8292476.929,GDA94,0.645,0.8008,22.995,23.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029653\RN029653_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029653\RN029653_gamma_down.las,East Kimberley,RN029653,626988,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029653,514021,8301501,47.9,82465,626988,AUS,NT,47.9,0.1,m,GPS ellipsoid,known,top of casing protector,ground level,400,mm,,GPS differential observation,129.1306419,-15.3631692,82465,MGA94 Zone 52,10,0.4,11.502,mAHD,GDA94 / MGA zone 52,514021.005,8301501.003,GDA94,0.645,0.8008,9.995,10.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029656\RN029656_gamma_down_relogged_0p020_1p0mmin.las,East Kimberley,RN029656,626989,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029656,504845,8293381,,82465,626989,AUS,NT,17.65,0.1,m,Australian Height Datum,known,top of casing,ground level,0.5,m,,GPS differential observation,129.0451596,-15.4366151,82465,MGA94 Zone 52,5,0.5,17.65,mAHD,GDA94 / MGA zone 52,504845.0032,8293380.999,GDA94,0.645,0.8208,26.505,26.5008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029660\RN29660_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029660\RN29660_gamma_down_relogged2.las,East Kimberley,RN29660,626986,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029660,500047.884,8295266.378,,82465,626986,AUS,NT,19.217,0.1,m,Australian Height Datum,assumed,top of casing protector,ground level,460,mm,,GPS differential observation,129.0004463,-15.4195742,82465,MGA94 Zone 52,10,0.46,19.217,mAHD,GDA94 / MGA zone 52,500047.8857,8295266.378,GDA94,0.645,0.8879,21.515,21.4879,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029662\RN029662_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029662\RN029662_gamma_down.las,East Kimberley,RN029662,626991,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029662,500590,8288080,,82465,626991,AUS,NT,18.952,0.1,m,Australian Height Datum,known,top of casing protector,ground level,420,mm,,digital elevation model,129.0055006,-15.4845452,82465,MGA94 Zone 52,10,0.42,18.952,mAHD,GDA94 / MGA zone 52,500590.0029,8288080.001,GDA94,0.645,0.7908,16.495,16.5008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029663\RN29663_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029663\RN29663_gamma_down.las,East Kimberley,RN29663,626981,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029663,509738,8297777,,82465,626981,AUS,NT,14.936,0.1,m,Australian Height Datum,known,top of casing protector,ground level,310,mm,,digital elevation model,129.0907493,-15.3968574,82465,MGA94 Zone 52,10,0.31,14.936,mAHD,GDA94 / MGA zone 52,509738.0044,8297777,GDA94,0.655,0.8008,13.495,13.5008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029665\RN029665_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029665\RN029665_gamma_down.las,East Kimberley,RN029665,626987,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029665,512860,8302461,47,82465,626987,AUS,NT,47,0.1,m,GPS ellipsoid,known,top of casing protector,ground level,400,mm,,GPS differential observation,129.1198192,-15.354496,82465,MGA94 Zone 52,10,0.4,10.595,mAHD,GDA94 / MGA zone 52,512859.9999,8302461.002,GDA94,0.645,0.8008,18.495,18.5108,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029666\RN029666_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029666\RN029666_gamma_down_0p020_1p0mmin.las,East Kimberley,RN029666,626990,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029666,518194,8307268,44.5,82465,626990,AUS,NT,44.5,0.1,m,GPS ellipsoid,known,top of casing protector,ground level,340,mm,,GPS differential observation,129.169482,-15.3110041,82465,MGA94 Zone 52,10,0.34,7.915,mAHD,GDA94 / MGA zone 52,518194.0016,8307267.996,GDA94,0.645,0.8208,15.995,15.9808,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029933\RN029933_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029933\RN029933_gamma_down.las,East Kimberley,RN029933,636182,5,top of casing,HII-383 Induction Conductivity Probe,A031 Natural Gamma Probe,RN029933,533361.5,8319410.2,,81931,636182,AUS,NT,7.859,0.1,m,Australian Height Datum,known,top of casing,ground level,0.73,m,,digital elevation model,129.3116428,-15.1997411,81931,AMG Zone 52 (AGD 84),5,0.73,7.859,mAHD,GDA94 / MGA zone 52,533472.7686,8319557.693,GDA94,0.645,0.8008,31.495,31.5008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029945\RN029945_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN029945\RN029945_gamma_down.las,East Kimberley,RN029945,636183,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN029945,520250.6,8296657.3,,81931,636183,AUS,NT,15.678,0.1,m,Australian Height Datum,known,top of casing protector,ground level,0.59,m,,digital elevation model,129.1897616,-15.4055837,81931,AMG Zone 52 (AGD 84),10,0.59,15.678,mAHD,GDA94 / MGA zone 52,520361.8597,8296804.888,GDA94,0.645,0.8008,19.985,20.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030826\RN030826_induction_down_relogged.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030826\RN030826_gamma_down_relogged_0p020_1p0mmin.las,East Kimberley,RN030826,626992,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN030826,501892,8274331,,82465,626992,AUS,NT,28.793,0.1,m,Australian Height Datum,known,top of casing protector,ground level,545,mm,,digital elevation model,129.0176497,-15.6088464,82465,MGA94 Zone 52,10,0.545,28.793,mAHD,GDA94 / MGA zone 52,501891.9991,8274330.996,GDA94,0.635,0.8008,25.995,28.4808,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030884\RN030884_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN030884\RN030884_gamma_down.las,East Kimberley,RN030884,636184,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN030884,499585,8274061,,81931,636184,AUS,WA,28.569,0.1,m,Australian Height Datum,known,top of casing,ground level,0.39,m,,digital elevation model,128.9971667,-15.6099527,81931,AMG Zone 52 (AGD 84),5,0.39,28.569,mAHD,GDA94 / MGA zone 52,499696.2797,8274208.704,GDA94,0.6458,0.8008,28.0058,28.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN034821\RN034821_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN034821\RN034821_gamma_down.las,East Kimberley,RN034821,626984,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN034821,514784,8313635,,82465,626984,AUS,NT,12.281,0.1,m,Australian Height Datum,known,top of casing,ground level,0.31,m,,digital elevation model,129.1376794,-15.253462,82465,MGA94 Zone 52,5,0.31,12.281,mAHD,GDA94 / MGA zone 52,514783.9968,8313634.999,GDA94,0.635,0.8008,11.035,10.9908,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN038543\RN038543_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\RN038543\RN038543_gamma_down.las,East Kimberley,RN038543,636186,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN038543,538158,8333350,,81931,636186,AUS,NT,7.48,10,m,Australian Height Datum,assumed,top of casing,ground level,0.48,m,,GPS observation,129.3560888,-15.0736463,81931,AMG Zone 52 (AGD 84),5,0.48,7.48,mAHD,GDA94 / MGA zone 52,538269.2859,8333497.446,GDA94,0.645,0.8008,21.495,21.5008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS1155\WBS1155_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS1155\WBS1155_gamma_down.las,East Kimberley,WBS1155,636193,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,80918517,497352,8285299,,81931,636193,AUS,WA,20.325,0.1,m,Australian Height Datum,known,top of casing,ground level,0.43,m,"WBS 1155M,WBS1155",digital elevation model,128.9763477,-15.5083515,81931,AMG Zone 52 (AGD 84),5,0.43,20.325,mAHD,GDA94 / MGA zone 52,497463.3079,8285446.669,GDA94,0.645,0.8008,47.985,48.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS5080\WBS5080_induction_down.las,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2017_tfd_files_GA_ALT_system\WBS5080\WBS5080_gamma_down.las,East Kimberley,WBS5080,636195,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,81010136,497129,8293599,,81931,636195,AUS,WA,20.914,0.1,m,Australian Height Datum,known,top of casing,ground level,0.57,m,WBS5080,digital elevation model,128.9742778,-15.4333124,81931,AMG Zone 52 (AGD 84),5,0.57,20.914,mAHD,GDA94 / MGA zone 52,497240.3187,8293746.649,GDA94,0.645,0.8008,151.995,152.0008,0,0,-99999,-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\17BP02I\17BP02-I_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\17BP02I\17BP02-I_gamma_down.LAS,East Kimberley,17BP02-I,636187,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN039870,468839,8347946.281,,82465,636187,AUS,WA,44.489,0.1,m,Australian Height Datum,assumed,top of casing,ground level,0.6,m,17BP02I,GPS differential observation,128.7102279,-14.9431071,82465,MGA94 Zone 52,5,0.6,44.489,mAHD,GDA94 / MGA zone 52,468838.9976,8347946.279,GDA94,0.645,0.8808,129.505,129.4808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\18BP01D_RN039890\18BP01-D_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\18BP01D_RN039890\18BP01-D_gamma_down.LAS,East Kimberley,18BP01-D,635923,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN039890,479026,8334987,,82465,635923,AUS,WA,41.337,0.1,m,Australian Height Datum,known,top of casing,ground level,567,mm,"18BP01-D,18BP01D",digital elevation model,128.804852,-15.0603747,82465,MGA94 Zone 52,5,0.567,41.337,mAHD,GDA94 / MGA zone 52,479025.9954,8334986.998,GDA94,0.645,0.8808,250.015,249.4808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\18BP07D_RN039888\18BP07-D_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\18BP07D_RN039888\18BP07-D_gamma_down.LAS,East Kimberley,18BP07-D,628981,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN039888,468836,8331457,,82465,628981,AUS,WA,92.86,0.1,m,Australian Height Datum,known,top of casing,ground level,605,mm,"18BP07-D,18BP07-D,18BP07D,18BP07D",digital elevation model,128.7099989,-15.0921883,82465,MGA94 Zone 52,5,0.605,92.86,mAHD,GDA94 / MGA zone 52,468835.9976,8331456.995,GDA94,0.645,0.8808,299.985,299.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\18BP13D_RN039889\18BP13-D_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\18BP13D_RN039889\18BP13-D_gamma_down.LAS,East Kimberley,18BP13-D,635922,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN039889,473913,8333234,,82465,635922,AUS,WA,84.052,0.1,m,Australian Height Datum,known,top of casing,ground level,500,mm,"18BP13-D,18BP13D",digital elevation model,128.7572616,-15.0761778,82465,MGA94 Zone 52,5,0.5,84.052,mAHD,GDA94 / MGA zone 52,473913.0029,8333234.002,GDA94,0.645,0.8804,297.985,296.7304,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR08\KR8_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR08\KR8_gamma_down.LAS,East Kimberley,KR08,635728,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040873,520144.76,8306293.88,,82465,635728,AUS,NT,7.519,0.05,m,Australian Height Datum,known,top of casing protector,Australian height datum,8.63,m,KR08,"GPS differential observation, survey quality",129.1876616,-15.3197965,82465,MGA94 Zone 52,10,1.111,7.519,mAHD,GDA94 / MGA zone 52,520144.7578,8306293.879,GDA94,0.665,0.8808,42.025,42.4808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21\KR21_ind_down.LAS,\\prod.lan\active\proj\futurex\East_Kimberley\Data\Original\Geophysics\Induction_gamma\2018_EK_las_files\KR21\KR21_gamma_down.LAS,East Kimberley,KR21,635729,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN040879,523301.492,8314853.537,,82465,635729,AUS,NT,4.575,0.048,m,Australian Height Datum,known,top of casing,ground level,0.94,m,KR21a,"GPS differential observation, survey quality",129.2169889,-15.2423825,82465,MGA94 Zone 52,5,0.94,4.575,mAHD,GDA94 / MGA zone 52,523301.4905,8314853.54,GDA94,0.665,0.8192,50.005,49.9692,0,0,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
