induction_path,gamma_path,LOC,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,induction_instrument,gamma_instrument,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Reference_datum_height_(mAGL),ground_elevation_(mAHD),vertical_datum,projected_crs,easting,northing,geographic_crs,STRT_induction,STRT_gamma,STOP_induction,STOP_gamma,STEP_induction,STEP_gamma,NULL_induction,NULL_gamma,COMP_induction,COMP_gamma,WELL_induction,WELL_gamma,DATE_induction,DATE_gamma,UWI_induction,UWI_gamma,X_induction,X_gamma,Y_induction,Y_gamma,LONGI_induction,LONGI_gamma,LATI_induction,LATI_gamma,GDAT_induction,GDAT_gamma,HZCS_induction,HZCS_gamma,LMF_induction,LMF_gamma,APD_induction,APD_gamma,EPD_induction,EPD_gamma,PDAT_induction,PDAT_gamma,STAT_induction,STAT_gamma,CTRY_induction,CTRY_gamma,SRVC_induction,SRVC_gamma,LOC_induction,LOC_gamma,FLD_induction,FLD_gamma
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN018334\RN018334_Induction_down.las,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN018334\RN018334_Gamma_down.LAS,Alice Springs,RN018334,621377,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN018334,429313,7366264,,82466,621377,AUS,NT,459,16,m,Australian Height Datum,assumed,top of casing,ground level,470,mm,Undoolya Station - Junction Bore,GPS observation,134.3060303,-23.8133601,82466,MGA94 Zone 53,5,0.47,459,mAHD,GDA94 / MGA zone 53,429312.9995,7366263.997,GDA94,-0.47,1.1952,30.79,47.988,0.01,0.0201,-999.25,-999.25,GA,,RN018334_Induction_down,,13/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,KP & Matti,,Alices Springs,,Undoolya,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019387\RN019387_gamma_down.LAS,Alice Springs,RN019387,636218,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019387,134.0164932,-23.8825783,516.55,4326,636218,AUS,NT,516.55,6,m,GPS ellipsoid,known,top of casing,ground level,0.58,m,,GPS observation,134.0164932,-23.8825783,4326,WGS 84,5,0.58,502.525,mAHD,GDA94 / MGA zone 53,399872.5832,7358425.63,GDA94,0.665,0.8808,153.025,152.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019673\RN019673_gamma_down.LAS,Alice Springs,RN019673,637299,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019673,402994,7360283,,82466,637299,AUS,NT,507,10,m,Australian Height Datum,known,top of casing,ground level,1.08,m,,GPS observation,134.0472729,-23.8659969,82466,MGA94 Zone 53,5,1.08,507,mAHD,GDA94 / MGA zone 53,402993.9994,7360283.003,GDA94,0.665,0.8808,219.985,219.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019674_SSC18-40\RN019674_gamma_down.LAS,Alice Springs,RN019674,636300,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019674,383702,7363563,,82466,636300,AUS,NT,543,10,m,Australian Height Datum,known,top of casing,ground level,0.85,m,SSC18-40,GPS observation,133.8580865,-23.8350876,82466,MGA94 Zone 53,5,0.85,543,mAHD,GDA94 / MGA zone 53,383702.0046,7363562.996,GDA94,0.665,0.8808,241.025,240.6808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019676_SSC18-41\RN019676_gamma_down.LAS,Alice Springs,RN019676,636120,10,top of casing protector,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019676,134.1415905,-23.861789,523.63822,4326,636120,AUS,NT,509,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.72,m,SSC18-41,GPS observation,134.1415905,-23.861789,4326,WGS 84,10,0.72,509,mAHD,GDA94 / MGA zone 53,412595.0401,7360810.323,GDA94,0.665,0.8808,164.045,163.9808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_ind_down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_gamma_down_to_89p1m.LAS,Alice Springs,RN019678,636301,5,top of casing,HII-383 Induction Conductivity Probe,QL40 SGR Spectral Gamma Probe,RN019678,405634,7360222,,82466,636301,AUS,NT,505,10,m,Australian Height Datum,known,top of casing,ground level,875,mm,,GPS observation,134.0731946,-23.8667061,82466,MGA94 Zone 53,5,0.875,505,mAHD,GDA94 / MGA zone 53,405634.0007,7360221.997,GDA94,0.665,0.8808,205.025,89.1808,0,0.05,-999.25,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Alice_Springs\RN019678\RN019678_gamma_down_from_88m.LAS,Alice Springs,RN019678,636301,5,top of casing,,QL40 SGR Spectral Gamma Probe,RN019678,405634,7360222,,82466,636301,AUS,NT,505,10,m,Australian Height Datum,known,top of casing,ground level,875,mm,,GPS observation,134.0731946,-23.8667061,82466,MGA94 Zone 53,5,0.875,505,mAHD,GDA94 / MGA zone 53,405634.0007,7360221.997,GDA94,,88.9308,,204.9808,,0.05,,-999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN020614\RN020614_Gamma_Down.LAS,Daly River,RN020614,636291,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN020614,131.189249,-13.835771,90.27559,4283,636291,AUS,NT,43.8,10,m,Australian Height Datum,known,top of casing,ground level,0.81,m,,GPS observation,131.189249,-13.835771,4283,GDA94,5,0.81,43.8,mAHD,GDA94 / MGA zone 52,736636.9737,8469354.971,GDA94,0,0,22.03,21.74,0.01,0.01,-999.25,-999.25,GA,GA,RN020614,RN020614,19/06/2017,19/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN021717\RN021717_Gamma_Down.LAS,Daly River,RN021717,636288,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021717,131.3058818,-13.97376722,120.9424,4326,636288,AUS,NT,74.7,10,m,Australian Height Datum,known,top of casing protector,ground level,0.53,m,,GPS observation,131.3058818,-13.9737672,4326,WGS 84,10,0.53,74.7,mAHD,GDA94 / MGA zone 52,749101.9998,8453964.003,GDA94,0,0,96.05,95.73,0.01,0.01,-999.25,-999.25,GA,GA,RN021717,RN021717,20/06/2017,20/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN022394\RN022394_Gamma_Down.LAS,Daly River,RN022394,636284,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN022394,132.2957755,-14.50393655,157.29246,4326,636284,AUS,NT,111.1,10,m,Australian Height Datum,known,top of casing,ground level,0.45,m,,GPS observation,132.2957755,-14.5039366,4326,WGS 84,5,0.45,111.1,mAHD,GDA94 / MGA zone 53,208520.9948,8394815.994,GDA94,6.912,0,110.082,107.75,0.01,0.01,-999.25,-999.25,GA,GA,RN022394,RN022394,22/06/2017,22/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025285\RN025285_Gamma_Down.LAS,Daly River,RN025285,636255,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN025285,131.2747918,-14.08897578,96.57276,4326,636255,AUS,NT,51,10,m,Australian Height Datum,known,ground surface,ground level,0,m,,GPS observation,131.2747918,-14.0889758,4326,WGS 84,3,0,51,mAHD,GDA94 / MGA zone 52,745618.9969,8441245.997,GDA94,0,0,41.07,41.94,0.01,0.01,-999.25,-999.25,GA,GA,RN025285,RN025285,27/06/2017,27/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN025288\RN025288_Gamma_Down.LAS,Daly River,RN025288,628383,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN025288,756986,8449800,,82465,628383,AUS,NT,118,10,m,Australian Height Datum,assumed,top of casing protector,ground level,0.73,m,,"State or NT agency supplied location, method unknown",131.3792053,-14.0106819,82465,MGA94 Zone 52,10,0.73,118,mAHD,GDA94 / MGA zone 52,756986.0033,8449800.005,GDA94,0,0,63.11,62.71,0.01,0.01,-999.25,-999.25,GA,GA,RN025288,RN025288,19/06/2017,19/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Conductivity_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN028782\RN028782_Gamma_Down.LAS,Daly River,RN028782,636286,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN028782,132.4000499,-14.50131206,196.40405,4326,636286,AUS,NT,149.9,10,m,Australian Height Datum,known,top of casing,ground level,0.4,m,,GPS observation,132.4000499,-14.5013121,4326,WGS 84,5,0.4,149.9,mAHD,GDA94 / MGA zone 53,219763.9999,8395236.995,GDA94,0,0,67.03,66.76,0.01,0.01,-999.25,-999.25,GA,GA,RN028782,RN028782,22/06/2017,22/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN029430\RN029430_Gamma_Down.LAS,Daly River,RN029430,636285,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN029430,132.3511721,-14.55002299,184.00617,4326,636285,AUS,NT,137.9,10,m,Australian Height Datum,known,top of casing,ground level,0.8,m,,GPS observation,132.3511721,-14.550023,4326,WGS 84,5,0.8,137.9,mAHD,GDA94 / MGA zone 53,214554.9961,8389783.998,GDA94,29.983,0,127.043,126.78,0.01,0.01,-999.25,-999.25,GA,GA,RN029430,RN029430,22/06/2017,22/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN032750\RN032750_Gamma_Down.LAS,Daly River,RN032750,636295,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN032750,131.815206,-14.510977,170.05573,4283,636295,AUS,NT,125.1,10,m,Australian Height Datum,known,top of casing,ground level,0.6,m,,GPS observation,131.815206,-14.510977,4283,GDA94,5,0.6,125.1,mAHD,GDA94 / MGA zone 52,803440.0285,8393891.984,GDA94,0,0,61.03,60.74,0.01,0.01,-999.25,-999.25,GA,GA,RN032750,RN032750,18/06/2017,18/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly,Daly
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033033\RN033033_Gamma_Down.LAS,Daly River,RN033033,636287,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN033033,131.3950231,-14.13365412,113.70652,4326,636287,AUS,NT,68,10,m,Australian Height Datum,known,top of casing,ground level,425,mm,,GPS observation,131.3950231,-14.1336541,4326,WGS 84,5,0.425,68,mAHD,GDA94 / MGA zone 52,758557.002,8436172.002,GDA94,0,0,86.03,85.73,0.01,0.01,-999.25,-999.25,GA,GA,RN033033,RN033033,21/06/2017,21/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033035\RN033035_Gamma_Down.LAS,Daly River,RN033035,628382,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN033035,761261,8442950,,82465,628382,AUS,NT,85,10,m,Australian Height Datum,assumed,top of casing,ground level,0.39,m,,"State or NT agency supplied location, method unknown",131.4194086,-14.0721722,82465,MGA94 Zone 52,5,0.39,85,mAHD,GDA94 / MGA zone 52,761261.0031,8442949.996,GDA94,0,0,115.01,114.74,0.01,0.01,-999.25,-999.25,GA,GA,RN033035,RN033035,19/06/2017,19/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033039\RN033039_Gamma_Down.LAS,Daly River,RN033039,628381,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN033039,178471,8367443,,82466,628381,AUS,NT,101.9,10,m,Australian Height Datum,assumed,top of casing,ground level,465,mm,,"State or NT agency supplied location, method unknown",132.0138992,-14.7477172,82466,MGA94 Zone 53,5,0.465,101.9,mAHD,GDA94 / MGA zone 53,178471.0046,8367443.002,GDA94,0,0,49,48.78,0.01,0.01,-999.25,-999.25,GA,GA,RN033039,RN033039,17/06/2017,17/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Induction,Induction
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033132\RN033132_Gamma_Down.LAS,Daly River,RN033132,636294,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN033132,131.9765319,-14.69704269,131.23505,4326,636294,AUS,NT,86.8,10,m,Australian Height Datum,known,top of casing protector,ground level,0.87,m,,GPS observation,131.9765319,-14.6970427,4326,WGS 84,10,0.87,86.8,mAHD,GDA94 / MGA zone 52,820571.9991,8373067.999,GDA94,0,0,29.87,29.24,0.01,0.01,-999.25,-999.25,GA,GA,RN033132,RN033132,24/06/2017,24/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly Field,Daly Field
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN033308\RN033308_Gamma_Down.LAS,Daly River,RN033308,636257,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN033308,131.6338375,-14.26241044,148.76491,4326,636257,AUS,NT,103,10,m,Australian Height Datum,known,top of casing protector,ground level,0.5,m,,GPS observation,131.6338375,-14.2624104,4326,WGS 84,10,0.5,103,mAHD,GDA94 / MGA zone 52,784192.9959,8421642.005,GDA94,0,0,117.02,116.74,0.01,0.01,-999.25,-999.25,GA,GA,RN033308,RN033308,26/06/2017,26/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034364\RN034364_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034364\RN034364_Gamma_Down.LAS,Daly River,RN034364,636256,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN034364,131.2504308,-14.06953365,92.49451,4326,636256,AUS,NT,46.9,10,m,Australian Height Datum,known,ground surface,ground level,0,m,,GPS observation,131.2504308,-14.0695337,4326,WGS 84,3,0,46.9,mAHD,GDA94 / MGA zone 52,743007.9979,8443422.995,GDA94,0,0,38.07,37.81,0.01,0.01,-999.25,-999.25,GA,GA,RN034364,RN034364,27/06/2017,27/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034596\RN034596_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN034596\RN034596_Gamma_Down.LAS,Daly River,RN034596,636293,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN034596,132.0444005,-14.59800626,139.2031,4326,636293,AUS,NT,94.1,10,m,Australian Height Datum,known,top of casing protector,ground level,1.5,m,,GPS observation,132.0444005,-14.5980063,4326,WGS 84,10,1.5,94.1,mAHD,GDA94 / MGA zone 53,181540.9999,8384063.995,GDA94,0,0,43.02,42.71,0.01,0.01,-999.25,-999.25,GA,GA,RN034596,RN034596,24/06/2017,24/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036813\RN036813_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036813\RN036813_Gamma_Down.LAS,Daly River,RN036813,636290,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN036813,131.4321596,-14.23022286,108.32505,4326,636290,AUS,NT,63,10,m,Australian Height Datum,known,top of casing protector,ground level,0.42,m,,GPS observation,131.4321596,-14.2302229,4326,WGS 84,10,0.42,63,mAHD,GDA94 / MGA zone 52,762456.996,8425441.996,GDA94,0,0,73.05,72.77,0.01,0.01,-999.25,-999.25,GA,GA,RN036813,RN036813,20/06/2017,20/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036815\RN036815_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN036815\RN036815_Gamma_Down.LAS,Daly River,RN036815,636289,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN036815,131.470757,-14.238156,123.39007,4283,636289,AUS,NT,78,10,m,Australian Height Datum,known,top of casing protector,ground level,525,mm,,GPS observation,131.470757,-14.238156,4283,GDA94,10,0.525,78,mAHD,GDA94 / MGA zone 52,766615.0352,8424520.037,GDA94,0,0,72.85,68.74,0.01,0.01,-999.25,-999.25,GA,GA,RN036815,RN036815,20/06/2017,20/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037041\RN037041_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037041\RN037041_Gamma_down.LAS,Daly River,RN037041,636292,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037041,131.6827537,-14.50874462,127.62281,4326,636292,AUS,NT,83,10,m,Australian Height Datum,known,top of casing protector,ground level,0.54,m,,GPS observation,131.6827537,-14.5087446,4326,WGS 84,10,0.54,83,mAHD,GDA94 / MGA zone 52,789156.9986,8394311.002,GDA94,10.105,0,65.005,64.77,0.01,0.01,-999.25,-999.25,GA,GA,RN037041,RN037041,18/06/2017,18/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037048\RN037048_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037048\RN037048_Gamma_Down.LAS,Daly River,RN037048,636282,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037048,132.1872295,-14.52204168,145.93496,4326,636282,AUS,NT,100.1,10,m,Australian Height Datum,known,top of casing protector,ground level,0.45,m,,GPS observation,132.1872295,-14.5220417,4326,WGS 84,10,0.45,100.1,mAHD,GDA94 / MGA zone 53,196837.7575,8392670.166,GDA94,0,0,40.55,40.21,0.01,0.01,-999.25,-999.25,GA,GA,RN037048,RN037048,23/06/2017,23/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
